k-아파트코드,k-아파트명,"k-단지분류(아파트,주상복합등등)",주소(시군구),주소(읍면동),나머지주소,주소(도로명),주소(도로상세주소),k-세대타입(분양형태),k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과
A12179505,상암월드컵파크12단지,아파트,마포구,상암동,1743,월드컵북로,502-7,임대+분양,혼합식,지역난방,9,380,한신공영,SH공사,2010-10-14 00:00:00.0,232,86,62,0
A12179508,상암월드컵파크10단지,아파트,마포구,상암동,1736번지,월드컵북로,502-36,임대+분양,혼합식,지역난방,16,861,중앙건설,sh공사,2010-07-20 00:00:00.0,583,170,108,0
A12180401,공덕현대,아파트,마포구,공덕동,370-9,마포대로11길,73,분양,혼합식,개별난방,2,183,(주)현대산업개발,대신증권주택조합,1989-08-07 00:00:00.0,26,157,0,0
A12180404,공덕삼성임대,아파트,마포구,공덕동,371-1,마포대로,115-8,임대,계단식,개별난방,1,226,삼성건설,삼성건설,1999-10-16 00:00:00.0,226,0,0,0
A12180407,공덕삼성,아파트,마포구,공덕동,공덕삼성아파트,마포대로,115-8,분양,혼합식,개별난방,5,651,삼성물산,공덕제1구역주택재개발조합,1999-10-16 00:00:00.0,230,287,134,0
A12180506,공덕삼성래미안3차,아파트,마포구,공덕동,래미안공덕3차아파트,마포대로7길,22,분양,계단식,개별난방,10,616,삼성물산,삼성물산,2004-08-30 00:00:00.0,281,223,112,0
A12181101,동양엔파트,아파트,마포구,대흥동,동양엔파트아파트,백범로,82,분양,계단식,개별난방,3,165,동양메이저(주),동양,2007-04-06 00:00:00.0,0,165,0,0
A12181102,마포태영제2,아파트,마포구,대흥동,660번지,독막로,266,임대,복도식,지역난방,2,566,태영건설(주),sh공사,1999-11-20 00:00:00.0,566,0,0,0
A12181103,마포태영아파트,아파트,마포구,대흥동,660,독막로,266,분양,혼합식,지역난방,14,1424,(주) 태영건설,(주)태영건설,1999-11-20 00:00:00.0,464,586,374,0
A12181403,도화현대2차아파트(임대),아파트,마포구,도화동,353-1,새창로8길,72,임대,복도식,개별난방,2,793,현대건설(주),현대건설(주),2000-03-11 00:00:00.0,793,0,0,0
A12181404,도화현대홈타운,아파트,마포구,도화동,353번지,새창로8길,72,분양,계단식,중앙난방,10,914,현대건설(주),도화제2지구 재개발조합,2000-03-11 00:00:00.0,80,514,320,0
A12181406,도화현대1차아파트,아파트,마포구,도화동,357,새창로,52,분양,혼합식,중앙난방,11,1021,현대건설(주),도화1지구 재개발조합,1996-09-25 00:00:00.0,129,402,430,0
A12182101,망원1차대림,아파트,마포구,망원동,망원1차대림아파트,망원로2길,103,분양,혼합식,개별난방,4,181,(주)삼호,대림산업(주),2002-10-02 00:00:00.0,38,122,21,0
A12182401,망원2차대림,아파트,마포구,망원동,497,망원로1길,27,분양,계단식,개별난방,3,240,(주)삼호,대림산업(주),2002-12-18 00:00:00.0,52,157,31,0
A12182901,상수두산위브,아파트,마포구,상수동,396번지,독막로18길,5,분양,계단식,개별난방,4,258,두산건설,두산건설,2004-12-29 00:00:00.0,0,176,82,0
A12184201,서교동대우미래사랑,주상복합,마포구,서교동,487,월드컵북로5나길,18,분양,복도식,개별난방,1,366,(주)대우건설,유아이에치,2005-08-30 00:00:00.0,285,81,0,0
A12185003,SH성산아파트,아파트,마포구,성산동,595번지,월드컵로,207,영구임대,복도식,지역난방,7,1807,삼성건설(주),서울도시개발공사,1991-07-20 00:00:00.0,1807,0,0,0
A12185004,성산시영아파트,아파트,마포구,성산동,450번지,월드컵북로,260,분양,복도식,중앙난방,33,3710,유원 선경 대우건설,서울시청,1986-06-07 00:00:00.0,3710,0,0,0
A12185303,신공덕삼성1차,아파트,마포구,신공덕동,155,백범로37길,12,분양,복도식,중앙난방,11,834,삼성물산(주)주택개발부문,삼성물산(주)주택개발부문,2000-08-14 00:00:00.0,240,352,242,0
A12185304,신공덕2차삼성래미안,아파트,마포구,신공덕동,159,만리재로,74,분양,혼합식,개별난방,7,458,삼성건설,삼성물산(주)주택부분,2000-10-28 00:00:00.0,186,162,110,0
A12185504,신수성원,아파트,마포구,신수동,190,독막로28길,7,분양,혼합식,개별난방,2,260,성원산업개발(주),신수동 APT 재건축조합,1998-12-15 00:00:00.0,104,112,44,0
A12185602,신수세양청마루,아파트,마포구,신수동,451,독막로,209,분양,혼합식,개별난방,4,192,아천세양건설,신수구역주택재개발조합,2003-12-15 00:00:00.0,78,84,30,0
A12185603,신수현대,아파트,마포구,신수동,445-5,토정로,242,분양,계단식,개별난방,2,210,현대,현대,1996-09-14 00:00:00.0,0,210,0,0
A12185605,신수대원칸타빌,아파트,마포구,신수동,대원칸타빌아파트,창전로2길,10,분양,계단식,개별난방,3,279,(주)우리창우,대원칸타빌,2004-07-30 00:00:00.0,0,135,106,0
A12185606,마포신촌삼익아파트,아파트,마포구,신수동,450,신수로,105,분양,계단식,개별난방,4,391,(주)삼익주택,(주)삼익주택,1997-04-08 00:00:00.0,183,160,48,0
A12186901,코오롱하늘채,아파트,마포구,연남동,573,연남로,52,분양,계단식,개별난방,6,466,코오롱건설,연세맨션재건축조합,2003-06-28 00:00:00.0,112,204,135,0
A12187403,염리상록,아파트,마포구,염리동,상록아파트,숭문길,106,임대+분양,복도식,개별난방,6,678,신원건설,SH공사,1997-08-30 00:00:00.0,678,0,0,0
A12187501,래미안마포리버웰,아파트,마포구,용강동,마포래미안리버웰,토정로31길,23,임대+분양,계단식,지역난방,9,563,삼성물산,용강2구역 재개발조합,2015-02-27 00:00:00.0,138,344,81,0
A12187602,래미안용강아파트,아파트,마포구,용강동,380,큰우물로,28,분양,계단식,개별난방,9,430, 삼성물산 건설부문,용강1지구 재건축조합,2003-03-21 00:00:00.0,174,174,82,0
A12187703,성산2차현대,아파트,마포구,중동,40-12,성암로7길,3,분양,혼합식,개별난방,3,282,현대,현대,2000-12-16 00:00:00.0,57,149,76,0
A12187901,중동계룡,아파트,마포구,중동,391,월드컵북로38가길,20,분양,계단식,개별난방,2,180,계룡건설,계룡건설,2000-09-30 00:00:00.0,36,120,24,0
A12187902,건영월드컵,아파트,마포구,중동,393번지,성암로,41,분양,혼합식,개별난방,2,206, (주) 건영, 성사2차 재건축조합,2002-11-01 00:00:00.0,57,98,51,0
A12187904,DMC마포청구아파트,아파트,마포구,중동,390,성암로11길,60,분양,계단식,지역난방,4,420,청구건설,청구건설,1994-09-29 00:00:00.0,0,420,0,0
A12187905,마포중동현대,아파트,마포구,중동,392번지,성암로,91,분양,혼합식,개별난방,6,477,현대건설,현대건설,2001-07-27 00:00:00.0,206,152,119,0
A12187906,월드컵참누리,아파트,마포구,중동,398,월드컵북로38길,54,분양,계단식,개별난방,9,499,울트라건설,중동 월드컵참누리,2006-05-04 00:00:00.0,42,457,0,0
A12188201,신촌금호,아파트,마포구,창전동,438번지,서강로9길,19,분양,계단식,개별난방,3,239,금호건설,금호건설,2001-03-30 00:00:00.0,76,163,0,0
A12188202,창전현대홈타운,아파트,마포구,창전동,440,서강로,83,분양,계단식,개별난방,5,243,현대건설(주),창전동지역주택조합,2005-08-18 00:00:00.0,76,167,0,0
A12188205,신촌태영데시앙,아파트,마포구,창전동,태영아파트,서강로9길,45,분양,계단식,개별난방,10,553,태영건설,태영건설,2003-11-28 00:00:00.0,0,553,0,0
A12201001,대주피오레아파트,아파트,은평구,응암동,669-1,백련산로,6,분양,계단식,개별난방,2,204,대주건설,대주건설,2003-11-28 00:00:00.0,40,96,53,0
A12201002,백련산힐스테이트2차,아파트,은평구,응암동,611-1,백련산로,38,분양,계단식,개별난방,11,893,현대건설(주),응암8구역주택재개발조합,2011-12-22 00:00:00.0,401,406,86,0
A12201003,백련산힐스테이트1차,아파트,은평구,응암동,759,백련산로2길,19,분양,계단식,개별난방,15,1028,현대건설,응암7구역 재개발사업조합,2011-12-22 00:00:00.0,383,463,154,0
A12201004,백련산힐스테이트임대,아파트,은평구,응암동,760-2,백련산로2길,19,임대,복도식,개별난방,3,552,현대건설,SH공사,2011-12-22 00:00:00.0,552,0,0,0
A12201005,녹번역센트레빌,아파트,은평구,응암동,762,백련산로,160,임대+분양,복도식,개별난방,6,350,동부건설,동부건설,2013-09-26 00:00:00.0,105,201,44,0
A12201101,응암신동아,아파트,은평구,응암동,197 - 78,백련산로,127,분양,복도식,개별난방,2,206,동아건설,응암5구역주택개량재개발조합,1990-09-22 00:00:00.0,206,0,0,0
A12201102,응암금호,아파트,은평구,응암동,739번지,응암로,318,분양,혼합식,개별난방,5,299,금호산업,금호산업,1998-07-03 00:00:00.0,150,149,0,0
A12201103,응암푸르지오,아파트,은평구,응암동,176번지,백련산로,146,분양,계단식,개별난방,7,361,대우건설,응암 제3구역 재개발조합,2008-07-17 00:00:00.0,103,204,54,0
A12201301,응암경남,아파트,은평구,응암동,714,가좌로7나길,35,분양,혼합식,개별난방,2,160,경남기업,경남기업,1995-12-22 00:00:00.0,63,97,0,0
A12204001,북한산수자인,아파트,은평구,불광동,관리사무소,불광로,170,분양,계단식,개별난방,2,155,한양,정원연립재건축조합,2006-09-01 00:00:00.0,125,30,0,0
A12204002,북한산대창센시티,아파트,은평구,불광동,71-16번지,불광로,208,분양,계단식,개별난방,3,256,대창건설,대창건설,2004-06-30 00:00:00.0,96,143,17,0
A12204003,북한산힐스테이트1차,아파트,은평구,불광동,635번지,불광로2길,33,분양,계단식,개별난방,11,603,현대건설,불광2구역 주택재개발조합,2009-07-16 00:00:00.0,249,264,90,0
A12204004,북한산힐스테이트3차,아파트,은평구,불광동,641,불광로,122-10,분양,계단식,개별난방,19,1185,현대건설(주),(불광3구역)주택재개발조합,2010-08-25 00:00:00.0,554,518,113,0
A12204005,북한산래미안아파트(임대),아파트,은평구,불광동,북한산 힐스테이트 7차,불광로2길,41,임대,복도식,개별난방,1,135,삼성물산,삼성물산,2010-08-30 00:00:00.0,135,0,0,0
A12204006,불광롯데캐슬,아파트,은평구,불광동,64,불광로,64,분양,계단식,개별난방,8,488,롯데건설(주),불광제4구역주택재개발정비사업조합,2013-09-26 00:00:00.0,295,151,42,0
A12204102,북한산현대홈타운,아파트,은평구,불광동,633번지,불광로2길,16,분양,계단식,개별난방,15,662,현대건설(주),불광제1구역 재개발조합,2004-05-29 00:00:00.0,206,343,113,0
A12205001,갈현미미,아파트,은평구,갈현동,미미아파트,갈현로29길,11,분양,,개별난방,2,200,(주) 강산건설,미미주택(주),1997-05-07 00:00:00.0,98,52,50,0
A12205003,갈현1단지e-편한세상,아파트,은평구,구산동,547번지,서오릉로21길,47,분양,계단식,개별난방,3,327,대림,대림,2004-10-11 00:00:00.0,33,260,34,0
A12205004,갈현현대아파트,아파트,은평구,구산동,382,서오릉로21길,36,분양,혼합식,개별난방,4,366,현대건설,갈현아파트재건축조합,1998-11-28 00:00:00.0,171,141,54,0
A12208001,신사두산위브,아파트,은평구,신사동,370,갈현로1길,36,임대+분양,계단식,개별난방,6,178,두산,두산,2006-11-30 00:00:00.0,0,178,0,0
A12208002,신사이랜드타운,아파트,은평구,신사동,이랜드타운아파트,은평터널로,121-6,분양,계단식,개별난방,3,228,이랜드건설,이랜드건설,2004-05-28 00:00:00.0,110,118,0,0
A12208101,신사성원,아파트,은평구,신사동,360,갈현로4길,26-5,분양,혼합식,개별난방,1,150,성원건설,성원건설,2000-04-11 00:00:00.0,86,64,0,0
A12208102,신사씨티,아파트,은평구,신사동,297,가좌로,391,분양,계단식,개별난방,2,290,토왕건설,서울시경검찰증연합주택,1993-11-19 00:00:00.0,210,80,0,0
A12208103,신사한신휴플러스,아파트,은평구,신사동,365,갈현로1길,31,분양,계단식,개별난방,7,296,한신공영,신사 제1구역 주택재개발조합,2003-11-28 00:00:00.0,120,118,58,0
A12208104,신사라이프씨티,아파트,은평구,신사동,354,갈현로3다길,15,분양,계단식,개별난방,2,298,라이프,라이프,1992-12-18 00:00:00.0,70,228,0,0
A12208105,신사현대2차,아파트,은평구,신사동,355번지,가좌로,344,분양,계단식,개별난방,3,380,현대건설,현대건설,1994-04-23 00:00:00.0,0,380,0,0
A12208203,신사신성,아파트,은평구,신사동,155-1,증산로15길,67-7,분양,복도식,개별난방,2,238,신성건설,신성,1988-06-30 00:00:00.0,12,225,1,0
A12208204,신사현대1차,아파트,은평구,신사동,359번지,은평터널로,164,분양,계단식,개별난방,5,445,현대건설,산업은행 외 12개 주택조합,1997-09-25 00:00:00.0,0,445,0,0
A12208205,신사미성,아파트,은평구,신사동,140-1,증산로15길,35-10,분양,복도식,개별난방,5,570,라이프건설,라이프건설,1987-11-27 00:00:00.0,0,570,0,0
A12209001,DMC청구,아파트,은평구,수색동,413번지,증산로1길,26,분양,계단식,개별난방,3,196,청구,(주)한국토지신탁,2000-03-16 00:00:00.0,80,94,22,0
A12220001,은평뉴타운상림마을6단지 제1아파트,아파트,은평구,진관동,3,진관4로,78-7,임대+분양,혼합식,지역난방,5,208,대우푸르지오,SH공사,2008-05-14 00:00:00.0,72,76,55,0
A12220002,은평뉴타운상림마을13단지,아파트,은평구,진관동,11,진관4로,48-50,분양,계단식,지역난방,11,298,SH공사,현대산업개발,2008-06-14 00:00:00.0,0,28,252,0
A12220003,은평뉴타운상림마을2단지,아파트,은평구,진관동,14번지,진관4로,37,임대+분양,혼합식,지역난방,9,335,롯데건설(주),SH공사,2008-05-14 00:00:00.0,149,62,91,0
A12220004,은평뉴타운상림마을12단지,아파트,은평구,진관동,20번지,진관3로,70,임대+분양,혼합식,지역난방,10,551,(주)롯데건설,SH,2008-05-14 00:00:00.0,180,253,118,0
A12220005,은평뉴타운상림마을1단지,아파트,은평구,진관동,19,진관4로,17,임대+분양,혼합식,지역난방,11,707,삼환기업,sh공사,2008-05-14 00:00:00.0,403,145,159,0
A12271402,갈현베르빌주상복합아파트,주상복합,은평구,갈현동,465-12,연서로,149,분양,계단식,개별난방,1,175,대교 대앤에스,대교디엔에스,2004-06-30 00:00:00.0,34,18,123,0
A12275201,북한산래미안,아파트,은평구,불광동,638번지,진흥로,267,분양,계단식,개별난방,9,647,삼성물산,불광제6구역 주택재개발조합,2010-08-30 00:00:00.0,251,277,119,0
A12275202,북한산힐스테이트7차,아파트,은평구,불광동,643,통일로,796,분양,계단식,개별난방,15,882,현대건설,현대건설,2011-07-29 00:00:00.0,166,514,147,0
A12275501,DMC자이1단지,주상복합,은평구,수색동,75,수색로,217,분양,계단식,개별난방,1,209,지에스 건설,지에스 건설,2009-09-24 00:00:00.0,0,0,200,0
A12281701,코오롱하늘채아파트,아파트,은평구,갈현동,545,갈현로29길,62,분양,계단식,개별난방,3,191,코오롱건설주식회사,한남재건축조합,2003-09-23 00:00:00.0,14,150,27,0
A12281702,갈현현대1차,아파트,은평구,갈현동,537번지,갈현로33길,24,분양,혼합식,개별난방,2,278,현대산업개발,현대산업개발(주),1997-05-08 00:00:00.0,134,77,67,0
A12281801,갈현한솔아파트,아파트,은평구,갈현동,539번지,갈현로23길,41,분양,혼합식,개별난방,1,193,한솔건설(주),한솔건설(주),1997-12-09 00:00:00.0,100,46,47,0
A12282102,브라운스톤구산,아파트,은평구,구산동,159-10,갈현로17길,17,분양,계단식,개별난방,6,189,이수건설(주),이수건설,2006-03-27 00:00:00.0,24,135,30,0
A12282201,구산경향파크,아파트,은평구,구산동,162-1,갈현로15길,53,분양,혼합식,개별난방,2,171,인황건설,인황건설,1989-11-10 00:00:00.0,0,129,42,0
A12282203,구산경남아너스빌,아파트,은평구,구산동,224,갈현로11길,46,분양,계단식,개별난방,9,475,경남기업,재건축조합,2004-08-13 00:00:00.0,0,359,116,0
A12283601,녹번현대2차,아파트,은평구,녹번동,278-1,서오릉로,46,분양,계단식,개별난방,2,192,현대산업개발(주),현대산업개발(주),2001-05-24 00:00:00.0,0,132,60,0
A12283602,녹번JR아파트,아파트,은평구,녹번동,녹번JR아파트,통일로,586-19,분양,혼합식,개별난방,5,341,JR건설,JR건설,2002-09-30 00:00:00.0,242,99,0,0
A12283603,녹번대림,아파트,은평구,녹번동,276,통일로,590,분양,계단식,개별난방,3,370,(주)대림산업,동익건설(주),1993-09-28 00:00:00.0,0,332,38,0
A12284501,대조삼성타운,아파트,은평구,대조동,삼성타운아파트,서오릉로,94,분양,,개별난방,2,357,삼성건설주식회사,삼성건설주식회사,1997-11-04 00:00:00.0,240,82,35,0
A12284701,불광대호2차,아파트,은평구,불광동,631-1,불광로,90,분양,혼합식,개별난방,2,198,(주)대호,불광1동 재건축조합,2000-09-02 00:00:00.0,70,96,32,0
A12285703,불광미성,아파트,은평구,불광동,248,통일로,780,분양,혼합식,중앙난방,10,1340,라이프주택건설(주),라이프주택건설(주),1988-10-13 00:00:00.0,0,1160,180,0
A12287202,수색진흥엣세벨,아파트,은평구,수색동,416-1,은평터널로,60,분양,계단식,개별난방,6,280,진흥기업,한국토지신탁,2003-07-25 00:00:00.0,112,112,56,0
A12287203,수색대림한숲타운제2,아파트,은평구,수색동,415-4,은평터널로,66,임대,복도식,개별난방,3,464,대림건설,sh공사,2003-07-10 00:00:00.0,464,0,0,0
A12287204,수색대림한숲타운,아파트,은평구,수색동,대림한숲타운아파트,은평터널로,65,분양,혼합식,개별난방,12,976,대림산업주식회사,수색2-1구역 재개발조합,2003-07-10 00:00:00.0,256,445,275,0
A12289401,뉴신사신성,아파트,은평구,신사동,356번지,은평터널로,163,분양,복도식,개별난방,2,167,신성건설,신성건설,1993-11-29 00:00:00.0,0,167,0,0
A12289402,신성수정,아파트,은평구,신사동,358,은평터널로7길,2,분양,혼합식,개별난방,1,180,(주)신성건설,조합,1996-12-19 00:00:00.0,95,85,0,0
A12289501,역촌센트레빌,아파트,은평구,역촌동,232,갈현로3나길,23,분양,계단식,개별난방,7,400,동부건설,은평주택재건축조합,2011-01-04 00:00:00.0,82,247,71,0
